LinkEspBaix: .word 16, 30
.byte 255,255,247,21,21,190,117,53,53,53,117,255,255,255,255,255,
255,247,93,102,29,117,53,53,53,53,53,117,255,255,255,255,
247,93,21,102,53,53,29,29,29,29,53,53,117,255,255,255,
21,21,102,102,53,29,29,21,21,29,29,53,117,183,102,255,
21,21,102,102,29,102,45,102,102,45,29,29,53,102,102,255,
102,21,21,102,29,102,29,102,102,29,102,29,53,110,255,255,
255,102,21,29,53,102,102,21,21,102,102,102,102,255,255,255,
255,255,102,29,53,53,102,21,21,102,102,21,21,247,255,255,
255,255,255,102,53,53,53,102,102,102,21,21,21,93,255,255,
255,255,255,247,37,53,53,53,53,53,29,21,21,29,255,255,
255,255,255,255,117,37,45,29,29,29,21,21,29,117,255,255,
255,255,255,255,117,53,29,21,45,29,21,29,53,117,255,255,
255,255,247,93,29,117,53,29,29,102,102,29,53,53,93,247,
255,255,93,21,93,190,117,53,102,102,102,53,53,29,21,21,
255,255,255,255,255,117,190,110,102,102,102,53,29,21,21,21,
255,255,255,255,255,117,117,53,53,53,117,117,255,255,255,255,
255,255,255,255,255,255,255,29,29,29,255,255,255,255,255,255,
255,255,255,255,255,255,255,21,21,21,255,255,255,255,255,255,
255,255,255,255,255,255,255,21,21,21,255,255,255,255,255,255,
255,255,255,255,255,255,255,21,21,21,255,255,255,255,255,255,
255,255,255,255,255,255,255,21,21,21,255,255,255,255,255,255,
255,255,255,255,255,255,255,21,21,21,255,255,255,255,255,255,
255,255,255,255,255,255,255,21,21,21,255,255,255,255,255,255,
255,255,255,255,255,255,255,21,21,21,255,255,255,255,255,255,
255,255,255,255,255,255,255,21,21,21,255,255,255,255,255,255,
255,255,255,255,255,255,255,21,21,21,255,255,255,255,255,255,
255,255,255,255,255,255,255,93,21,93,255,255,255,255,255,255,
255,255,255,255,255,255,255,247,93,247,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,


