LinkEspFrent: .word 16, 30
.byte 255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,247,93,247,255,255,255,255,255,255,255,255,
255,255,255,255,255,93,21,93,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,21,21,21,255,255,255,255,255,255,255,255,
255,255,255,255,255,29,29,29,255,255,255,255,255,255,255,255,
255,255,255,117,117,53,53,53,117,117,255,255,255,255,255,255,
255,255,255,37,53,53,53,53,53,117,255,255,255,255,255,255,
255,110,183,117,53,53,53,53,53,117,255,255,255,255,255,255,
255,102,93,53,53,53,53,53,53,53,117,255,255,255,255,255,
255,102,102,53,53,53,53,53,53,53,117,183,102,255,255,255,
255,93,102,29,53,53,53,53,53,53,29,102,102,255,255,255,
255,93,102,29,29,53,53,53,29,21,29,102,255,255,255,102,
255,21,29,45,29,29,45,29,21,29,45,102,247,255,102,21,
255,93,29,53,53,29,29,29,29,53,29,21,93,102,21,21,
255,247,29,53,53,53,53,53,53,53,29,21,94,21,21,21,
255,255,29,53,53,53,53,53,53,53,29,94,21,21,21,21,
255,255,117,37,53,53,53,53,53,53,102,21,21,21,93,247,
247,93,53,53,29,29,29,29,29,29,29,102,21,93,247,255,
21,29,53,117,117,117,117,53,53,53,53,53,102,247,255,255,
21,21,93,255,255,255,255,117,117,117,53,29,93,247,255,255,
255,255,255,255,255,255,255,255,255,255,29,21,21,93,255,255,


